aba	546,阿巴 1050,阿爸 1050,阿爸 2786,阿坝
tongchuanqu	1109,通川区
tongchuanshi	1772,铜川市
tongchui	2937,铜锤
tongchuihualian	2937,铜锤花脸
tongda	289,通达 730,痛打
tongdang	411,同党
tongdao	69,同道 190,通道 190,通道
tongdaoxian	877,通道县
tongdaozhe	103,同道者
tongdaozhongren	69,同道中人
tongde	256,同德
tongdeng	158,同等 2088,筒灯
tongdexian	877,同德县
tongdian	230,通电
tongdianhua	230,通电话
tongdiao	400,同调
tongdie	4122,通牒
tongdingsitong	730,痛定思痛
tongdu	627,统独 752,统读
tonger	1229,童儿
tongfa	2671,筒阀
tongfan	767,同犯
tongfang	512,同房
tongfeng	348,通风 730,痛风
tongfengguan	348,通风管
tongfengkong	1289,通风孔
tongfengkou	348,通风口
tongfenyigou	709,同分异构
tongfenyigouti	709,同分异构体
tongfuheqi	1819,同符合契
tongfuyimu	709,同父异母
tonggaiqianfei	730,痛改前非
tonggan	243,同感 264,统感 730,痛感
tonggangongku	1408,同甘共苦
tongganku	1408,同甘苦
tonggao	310,通告
tonggong	118,同工 330,统共 452,同功 1229,童工
tonggongtongchou	2005,同工同酬
tonggou	511,同构 1078,统购
tonggoupaigou	1078,统购派购
tonggoutongxiao	1078,统购统销
tonggu	1772,铜鼓 1772,铜鼓 2088,筒鼓
tongguan	190,通关 264,统管 334,通观 1772,铜管 4021,潼关
tongguanjie	514,通关节
tongguanmiyu	591,通关密语
tongguanshan	1772,铜官山
tongguanshanqu	1772,铜官山区
tongguanwendie	4122,通关文牒
tongguanxian	4021,潼关县
tongguanyi	4075,彤管贻
tongguanyueqi	1772,铜管乐器
tongguiyujin	933,同归于尽
tongguo	190,通过
tongguoshihou	190,通过事后
tonggusi	509,通古斯
tongguxian	1772,铜鼓县
tonghai	190,通海
tonghaixian	877,通海县
tonghang	69,同行 773,通航
tonghanzi	711,统汉字
tonghao	82,同好 7098,茼蒿
tonghe	264,统合 574,通河
tonghen	1295,痛恨
tonghexian	877,通河县
tonghong	502,通红
tonghua	178,同化 190,通化 190,通话 410,同花 1229,童话
tonghuadashun	938,同花大顺
tonghuadiqu	265,通化地区
tonghuagushi	1229,童话故事
tonghuan	1772,铜环
tonghuashi	254,通化市
tonghuashun	938,同花顺
tonghuatou	1229,童花头
tonghuaxian	877,通化县
tonghuazuoyong	178,同化作用
tonghun	942,同婚 942,通婚 1229,童婚
tonghuo	818,统货 818,通货 1047,同伙
tonghuojinsuo	1304,通货紧缩
tonghuopengzhang	2415,通货膨胀
tongji	264,统计 360,同济 415,同级 730,痛击 3165,通缉 3905,酮基 4609,童乩
tongjia	636,通假
tongjiajiang	3180,佟佳江
tongjian	264,统建 1992,通奸
tongjiang	577,同江 577,通江 2110,铜匠
tongjiangshi	577,同江市
tongjiangxian	877,通江县
tongjiashe	636,统假设
tongjiazi	636,通假字
tongjibiao	264,统计表
tongjidaxue	360,同济大学
tongjifan	3165,通缉犯
tongjijieguo	264,统计结果
tongjiling	3165,通缉令
tongjing	190,通经 730,痛经
tongjipingshen	809,同级评审
tongjishuju	313,统计数据
tongjixue	264,统计学
tongjiyuan	264,统计员
tongju	678,同居
tongjue	730,痛觉
tongjun	1229,童军
tongkao	495,统考
tongkong	2411,桶孔 3733,瞳孔
tongkou	2411,桶口
tongku	730,痛苦 1210,痛哭
tongkuai	730,痛快
tongkuailinli	3413,痛快淋漓
tongkuan	807,同款
tongkuang	1772,铜矿
tongkuliuti	3006,痛哭流涕
tonglan	2807,统揽
tonglanweng	7402,铜蓝鹟
tongle	619,同乐
tonglehui	619,同乐会
tonglei	311,同类
tongleixiangshi	671,同类相食
tongleixiangxi	924,同类相吸
tongli	89,同理 89,同理 190,通力 547,通例
tongliang	241,同量 241,通量 1772,铜梁
tongliangxian	1772,铜梁县
tongliangyiweisu	709,同量异位素
tongliao	2086,通辽 2234,同僚
tongliaoshi	2086,通辽市
tonglihezuo	190,通力合作
tongling	329,统领 734,通灵 1510,同龄 1965,铜陵 1969,铜铃
tonglingban	930,通灵板
tonglingren	1510,同龄人
tonglingshi	1965,铜陵市
tonglingxian	1965,铜陵县
tongliuhewu	1405,同流合污
tonglixin	90,同理心
tonglouzi	3361,捅喽子 3361,捅楼子 4052,捅娄子
tonglu	305,同路 305,通路 2927,桐庐
tongluan	2008,同卵
tongluanshuangbaotai	2008,同卵双胞胎
tonglun	205,通论
tongluo	3162,铜锣 3162,铜锣
tongluoshao	3162,铜锣烧
tongluowan	3162,铜锣湾
tongluoxiang	3162,铜锣乡
tongluren	305,同路人
tongluxian	2927,桐庐县
tonglv	1772,铜绿
tonglvceng	1772,铜绿层
tongma	1449,痛骂
tongmafengwo	3361,捅马蜂窝
tongmeng	1163,同盟 1229,童蒙
tongmengguo	1163,同盟国
tongmenghui	1163,同盟会
tongmengjun	1163,同盟军
tongmengqili	1039,同蒙其利
tongming	190,通明 203,同名 203,通名
tongmingtongxing	1149,同名同姓
tongmou	989,同谋 3733,瞳眸
tongmuou	2712,桐木偶
tongmuyifu	709,同母异父
tongnan	1229,童男 4021,潼南
tongnanxian	4021,潼南县
tongnian	69,同年 1229,童年
tongnv	1229,童女
tongpai	1772,铜牌
tongpan	719,通判 1049,通盘
tongpao	2324,同袍
tongpei	738,统配
tongpeifu	1205,通配符
tongpeishengzhi	1438,同配生殖
tongpi	730,痛批
tongpiao	910,通票
tongpo	3361,捅破
tongpu	1613,统铺 4523,僮仆
tongqi	217,通气 253,同期 1076,同妻 1772,铜器
tongqian	1772,铜钱
tongqiangtiebi	1772,铜墙铁壁
tongqihui	217,通气会
tongqikong	1289,通气孔
tongqin	1565,通勤
tongqing	120,同情
tongqingdali	289,通情达理
tongqingzhe	120,同情者
tongqu	1229,童趣
tongquandabian	297,通权达变
tongren	69,同人 190,通人 1360,同仁 1360,同仁 1772,铜仁 2712,桐人 3733,瞳人 3733,瞳仁
tongrendiqu	1772,铜仁地区
tongrenshi	1772,铜仁市
tongrentang	1360,同仁堂
tongrenxian	1360,同仁县
tongri	101,同日
tongrieryu	493,同日而语
tongrong	1225,通融
tongru	1831,通乳
tongshan	259,通山 1772,铜山
tongshang	69,同上 402,通商
tongshangkouan	971,通商口岸
tongshanxian	877,通山县 1772,铜山县
tongshanzhuozhuo	4757,童山濯濯
tongshe	1403,统摄
tongshen	1229,童身
tongsheng	1229,童生
tongshengchuanyi	1198,同声传译
tongshengfanyi	1198,同声翻译
tongshengyiku	1210,同声一哭
tongshi	69,同事 69,同时 190,通什 340,通识 456,通史 730,痛失
tongshicaoge	1695,同室操戈
tongshidai	174,同时代
tongshijiaoyu	609,通识教育
tongshikecheng	1208,通识课程
tongshipeixun	1152,通识培训
tongshiqi	253,同时期
tongshu	282,通书 610,统属
tongshuai	625,统率 1888,统帅
tongshui	202,通水
tongshun	938,通顺
tongsi	1772,铜丝
tongsouwuqi	3804,童叟无欺
tongsu	1354,通俗
tongsukexue	1354,通俗科学
tongsuxiaoshuo	1354,通俗小说
tongsuyidong	1354,通俗易懂
tongsuyixingti	709,同素异形体
tongtai	528,同态
tongtang	980,同堂 3905,酮糖
tongti	190,通体
tongtianchedi	1240,通天彻地
tongtong	190,通同 190,通通 264,统统 264,统通
tongtonggu	4731,嗵嗵鼓
tongtongkuaikuai	730,痛痛快快
tongtou	1077,通透
tongtu	1085,通途
tongtuomu	943,通脱木
tongtushugui	1191,同途殊归
tongwan	1229,童玩
tongwang	369,通往
tongwei	182,同位 3620,通渭
tongweisu	661,同位素
tongweisufenli	661,同位素分离
tongweixian	3620,通渭县
tongwen	190,通问
tongwenceng	867,同温层
tongwenguan	1011,同文馆
tongwu	792,痛恶 863,同屋
tongxi	668,同喜 1512,痛惜
tongxia	1643,统辖
tongxian	877,通县
tongxiang	190,通向 922,同乡 1772,铜像 2712,桐乡
tongxiangqingu	922,同乡亲故
tongxiangshi	2712,桐乡市
tongxiao	904,统销 1357,通晓 3129,通霄 3131,通宵
tongxiaodadan	3131,通宵达旦
tongxiaozhen	3129,通霄镇
tongxin	90,同心 90,同心 190,通信 730,痛心 1229,童心
tongxincai	1266,通心菜
tongxindizhi	1848,通信地址
tongxinfen	1498,通心粉
tongxinfuwu	365,通信服务
tongxinfuzai	977,通信负载
tongxing	69,同行 122,同性 190,通行 1229,童星
tongxingai	394,同性爱
tongxingjingluan	3430,痛性痉挛
tongxinglian	1464,同性恋
tongxinglianzhe	1464,同性恋者
tongxingpeizi	738,同型配子
tongxingshui	781,通行税
tongxingwuzu	1175,通行无阻
tongxingxiangchi	1857,同性相斥
tongxingxing	556,同型性
tongxingzheng	373,通行证
tongxinjishou	1273,痛心疾首
tongxinjishu	422,通信技术
tongxinliang	241,通信量
tongxinmian	190,通心面
tongxinmidu	591,通信密度
tongxintongde	256,同心同德
tongxinwangluo	1118,通信网络
tongxinweixing	669,通信卫星
tongxinxian	430,通信线 877,同心县
tongxinxieding	735,通信协定
tongxinxieli	735,同心协力
tongxinzhongxin	190,通信中心
tongxiu	3366,铜锈
tongxiuceng	3366,铜锈层
tongxiuwei	2105,铜臭味
tongxu	263,通许
tongxue	69,同学 190,通学
tongxun	1238,通讯
tongxunchu	1238,通讯处
tongxunhangye	1238,通讯行业
tongxunlu	1238,通讯录
tongxunshe	1238,通讯社
tongxuntongdao	1238,通讯通道
tongxunweixing	1238,通讯卫星
tongxunxieding	1238,通讯协定
tongxunxitong	1238,通讯系统
tongxunyuan	1238,通讯员
tongxunyuanshi	1238,通讯院士
tongxunzidonghua	1238,通讯自动化
tongxuxian	877,通许县
tongyan	4121,同砚
tongyang	88,同样 2646,痛痒
tongyangxi	2393,童养媳
tongyangxifu	2393,童养媳妇
tongyanwuji	1922,童言无忌
tongyao	2600,童谣
tongye	130,同业 665,通夜
tongyechaijie	2076,同业拆借
tongyegonghui	130,同业公会
tongyi	69,同一 104,同意 208,同义 264,统一 1198,通译
tongyici	959,同义词
tongyifanfu	426,同义反复
tongyifapiao	910,统一发票
tongyigua	1232,同一挂
tongyiguihua	522,统一规划
tongyikoujing	1307,统一口径
tongyima	1345,统一码
tongyin	540,同音 1569,痛饮
tongyinci	959,同音词
tongyinzi	540,同音字
tongyisixiang	298,统一思想
tongyiti	264,统一体
tongyixing	264,统一性
tongyixinluo	392,统一新罗
tongyiyu	493,同义语
tongyizhanxian	430,统一战线
tongyizhaosheng	941,统一招生
tongyizi	393,同义字
tongyiziyuan	670,统一资源
tongyong	190,通用
tongyongdianqi	230,通用电气 441,通用电器
tongyongma	1345,通用码
tongyongpinyin	1820,通用拼音
tongyongqiche	1200,通用汽车
tongyongxing	190,通用性
tongyongyu	493,通用语
tongyongzifuji	1205,通用字符集
tongyou	1652,通邮 2712,桐油
tongyu	729,同余 1381,统御 3272,通榆 3424,统驭
tongyuan	670,同源
tongyuanci	959,同源词
tongyue	424,通约
tongyulei	729,同余类
tongyunci	2501,同韵词
tongyushi	729,同余式
tongyuxian	3272,通榆县
tongzai	69,同在
tongze	284,通则
tongzhan	264,统战
tongzhanbu	264,统战部
tongzhang	2083,通胀
tongzhanglv	2083,通胀率
tongzhen	1229,童真 2366,童贞
tongzheng	373,通证
tongzhi	123,同知 190,通知 264,统制 274,同治 274,统治 404,同质 542,同志 2720,童稚
tongzhidan	389,通知单
tongzhiquan	297,统治权
tongzhishu	282,通知书
tongzhizhe	274,统治者
tongzhou	721,通州 2438,同轴
tongzhoudianlan	2821,同轴电缆
tongzhougongji	2224,同舟共济
tongzhouqu	721,通州区
tongzhouyuanhu	3062,同轴圆弧
tongzhuang	1229,童装
tongzhuo	1193,同桌
tongzi	1229,童子 2088,筒子 3750,桐梓
tongzijun	1229,童子军 1229,童子军
tongzikuang	2144,同字框
tongzimigao	2413,筒子米糕
tongziniao	1877,童子尿
tongzixian	3750,桐梓县
touan	518,投案 1284,偷安
touban	810,头版
toubantian	513,头半天
toubantianer	513,头半天儿
toubao	516,投保
toubaofang	516,投保方
toubaojun	4216,头孢菌
toubaojunsu	4216,头孢菌素
toubaolading	4216,头孢拉定
toubaoren	516,投保人
touben	1285,投奔
toubi	1188,投币
toubianduanliu	2250,投鞭断流
toubiao	516,投标
toubicongrong	3205,投笔从戎
toubikou	1188,投币口
toubu	147,头部
toucai	1177,头彩
touchan	516,投产
touchaoxia	593,头朝下
touche	1240,透彻 3365,透澈
toucheng	413,头城 1154,投诚
touchengzhen	1002,头城镇
touchi	1284,偷吃
touchou	1178,透抽
toucun	1904,头寸
toucuotai	1984,投错胎
touda	147,头大
toudaishierji	1228,头戴式耳机
toudan	632,投弹
toudang	1933,头挡
toudao	147,头道 1619,偷盗
toudaoli	608,头倒立
toudeng	158,头等
toudengcang	1846,头等舱
toudi	523,投敌 1077,透底 1538,投递
toudian	1041,投店
touding	1000,头顶 1077,透顶
toudiyuan	1538,投递员
toudou	2512,头兜
toudu	1406,偷渡
touduo	3310,偷惰
touduzhe	1406,偷渡者
touer	192,头儿
touernaoer	646,头儿脑儿
toufa	147,头发
toufang	516,投放
toufangshichang	516,投放市场
toufen	784,头份
toufeng	348,头风 1077,透风
toufenzhen	1002,头份镇
toufu	1389,头伏
tougai	1052,头盖
tougaigu	1052,头盖骨
tougao	1587,投稿
tougong	452,头功 1284,偷工
tougongjianliao	1284,偷工减料
tougu	1036,头骨 3764,头箍
touguan	1713,头冠
touguang	1077,透光
touguangdeng	1115,投光灯
touguer	3764,头箍儿
touguo	1077,透过
touhan	1284,偷汉
touhanzi	1284,偷汉子
touhao	487,头号
touhaozi	487,头号字
touhe	516,投合
touhong	1077,透红
touhu	2518,投壶
touhuaisongbao	1122,投怀送抱
touhuan	681,投环 1284,偷换 6810,投缳
touhuanziyi	6810,投缳自缢
touhui	172,头回
touhun	1561,头昏
touhunmuxuan	2909,头昏目眩
touhunmuyun	2215,头昏目晕
touhunnaomen	1830,头昏脑闷
touhunnaoxuan	2909,头昏脑眩
touhunnaozhang	1803,头昏脑涨 2083,头昏脑胀
touhunyanan	1561,头昏眼暗
touhunyanhua	1561,头昏眼花
touhunyanyun	2215,头昏眼晕
touji	516,投机 1611,投寄
toujia	147,头家 1284,偷加
toujiang	1233,头奖
toujiao	736,头角
toujiaozhengrong	4958,头角峥嵘
toujidaoba	608,投机倒把
toujimaimai	974,投机买卖
toujimogou	1391,偷鸡摸狗
toujin	2281,头巾
toujing	1251,透镜 2117,头颈
toujingxiashi	1431,投井下石
toujiquqiao	1219,投机取巧
toujizhe	516,投机者
toujun	516,投军
toukaipiaosuo	910,投开票所
toukan	1284,偷看
toukao	516,投考 808,投靠
toukong	1284,偷空
toukuan	807,头款
toukui	2748,偷窥 3030,头盔
toukuikuang	2748,偷窥狂
toulan	2230,偷懒 2357,投篮
toulanji	2357,投篮机
touli	147,头里
toulian	615,头脸
toulianer	615,头脸儿
touliang	1077,透亮
toulianghuanzhu	1691,偷梁换柱
toulie	1687,偷猎
touliezhe	1687,偷猎者
touling	329,头领
toulou	2052,偷漏 2052,透漏
toulu	305,头路 1077,透露 2961,头颅
toumeierqi	4479,投袂而起
toumian	147,头面
toumianrenwu	147,头面人物
touming	203,头名 1077,透明
toumingchengdu	1077,透明程度
toumingdu	1077,透明度
toumingjiao	2170,透明胶
toumingyingsha	2430,透明硬纱
toumingzhisuan	1456,透明质酸
toumu	239,头目
tounao	646,头脑
tounaofazhang	2083,头脑发胀
tounaofengbao	1028,头脑风暴
tounaoqingchu	859,头脑清楚
toupai	1167,投拍 1261,头牌 1284,偷拍 1284,偷排
toupi	741,头皮 2140,透辟
toupiao	910,投票
toupiaodidian	910,投票地点
toupiaogui	4956,投票匦
toupiaojiqi	910,投票机器
toupiaolv	910,投票率
toupiaoquan	910,投票权
toupiaoxiang	1453,投票箱
toupiaozhan	910,投票站
toupiaozhe	910,投票者
touping	1077,透平 1891,投屏
toupingji	1077,透平机
toupitanju	4182,透皮炭疽
toupixie	2516,头皮屑
toupoxueliu	658,头破血流
touqi	530,头七 1077,透气 1819,投契
touqie	2103,偷窃
touqikuan	807,头期款
touqing	1284,偷情
touqisuohao	516,投其所好
touqu	1284,偷去 1284,偷取
touru	516,投入
tousha	587,投杀 2430,头纱
toushang	147,头上
toushe	703,投射 1077,透射
toushen	516,投身
tousheng	516,投生 1284,偷生 1983,头绳
toushi	516,投师 1077,透视 1604,头饰 4013,头虱
toushifa	1077,透视法
toushihua	1077,透视画
toushihuafa	1077,透视画法
toushitu	1077,透视图
toushiwenlu	516,投石问路
toushixue	1077,透视学
toushizhuang	1077,透视装
toushou	516,投手
toushu	516,投书
toushui	1077,透水 1284,偷税
toushuixing	1077,透水性
toushujiqi	1922,投鼠忌器
tousu	595,投诉 1752,投宿
tousuolei	805,头索类
touta	4226,骰塔
toutai	1984,投胎
toutang	1618,头汤
toutao	1091,头套
toutaobaoli	1839,投桃报李
touteng	1710,头疼
toutiancuo	4839,透天厝
toutianhuanri	1284,偷天换日
toutiao	214,头条 214,头条
toutiaoxinwen	825,头条新闻
touting	1284,偷听
toutong	730,头痛
toutongxing	1077,透通性
toutongyitou	730,头痛医头
toutongyulie	1317,头痛欲裂
toutou	147,头头 1284,偷偷
toutoumomo	1367,偷偷摸摸
toutoushidao	147,头头是道
toutunhe	2864,头屯河
toutunhequ	2864,头屯河区
toutuo	2143,头陀
touwan	641,头晚
touwei	182,头位 1988,投喂
touwenzi	393,头文字
touwu	863,头屋 1004,头午
touwuxiang	922,头屋乡
touxi	1077,透析 1284,偷袭
touxian	1529,偷闲 1529,偷闲 2328,头衔
touxiang	294,头像 744,投降 776,头香
touxiangqian	147,头向前
touxiangqieyu	2103,偷香窃玉
touxiao	1284,偷笑
touxiji	1077,透析机
touxing	2747,偷腥
touxinxi	428,头信息
touxiongbu	1356,头胸部
touxu	1413,头绪
touxuan	4067,头癣
touyan	1284,偷眼
touyang	1337,头羊
touyi	147,头一
touyihui	172,头一回
touying	516,投影 1316,投映
touyingbi	1188,投硬币
touyingji	516,投影机
touyingjihe	516,投影几何
touyingjihexue	516,投影几何学
touyingmian	516,投影面
touyingpian	516,投影片
touyingtu	516,投影图
touyingxian	516,投影线
touyingyi	1283,投影仪
touyingzhongxin	516,投影中心
touyuan	1274,投缘
touyun	1284,偷运 2215,头晕
touyunmuxuan	2909,头晕目眩
touyunnaozhang	2215,头晕脑涨 2215,头晕脑胀
touyunyanhua	2215,头晕眼花
touzhang	2083,头胀
touzhao	1978,头罩
touzhen	2605,头枕
touzhi	1077,透支 2614,投掷
touzhong	147,头重 516,投中 4226,骰盅 4226,骰钟
touzhongjiaoqing	790,头重脚轻
touzhu	516,投注
touzi	147,头子 516,投资 4226,骰子
touzibaochoulv	2005,投资报酬率
touzifengxian	672,投资风险
touzihuibaolv	625,投资回报率
touzijia	516,投资家
touziren	516,投资人
touziyimin	880,投资移民
touzizhe	516,投资者
touzizuhe	516,投资组合
touzugang	1934,头足纲
touzuo	812,头座
tualeige	686,图阿雷格
tuan	518,图案
tuanci	6434,彖辞
tuanding	1168,团丁
tuandui	405,团队
tuanduijingshen	435,团队精神
tuanfan	4659,抟饭
tuanfeng	405,团风 4659,抟风
tuanfengxian	877,团风县
tuangou	1078,团购
tuanhua	410,团花
tuanhuo	1047,团伙
tuanji	3850,湍急
tuanjian	405,团建
tuanjie	405,团结
tuanjiegonghui	405,团结工会
tuanju	1306,团聚
tuanlian	1005,团练
tuanliu	3850,湍流
tuanmie	953,团灭
tuannian	405,团年
tuanqi	1819,团契
tuansha	4659,抟沙
tuanshan	1993,团扇
tuanti	405,团体
tuantiguanjun	1713,团体冠军
tuantixing	405,团体行
tuantuanzhuan	405,团团转
tuanyuan	405,团员 1145,团圆
tuanzhang	405,团长
tuanzi	405,团子
tuao	1627,土澳
tuba	2364,兔爸 2786,土坝
tubaiji	1735,涂白剂
tuban	810,图版 2857,凸版
tubang	1363,土邦
tubanyinshua	2857,凸版印刷
tubaogai	2521,秃宝盖
tubaozi	515,土包子
tubengwajie	2178,土崩瓦解
tubian	484,突变 2857,凸边
tubiandang	1653,吐便当
tubianlilun	484,突变理论
tubianzhu	2482,突变株
tubiao	476,图标 476,图表
tubie	3960,土鳖
tubiwuya	2521,秃鼻乌鸦
tubo	2171,屠伯 3646,吐蕃
tuboliefu	664,图波列夫
tuboshu	1807,土拨鼠
tubowangchao	3646,吐蕃王朝
tubu	515,土布 1060,徒步
tubulujing	1307,徒步路径
tubulvxing	1060,徒步旅行
tubuqu	1060,徒步区
tucaihaiming	680,图财害命
tucaizhu	680,土财主
tucao	2993,吐槽 3446,吐嘈
tucaodahui	2993,吐槽大会
tuceng	699,图层 699,土层 1735,涂层
tuchan	515,土产
tuchang	2171,屠场
tucheng	515,土城 2171,屠城
tuchengshi	515,土城市
tuchu	484,突出 1207,突触 2857,凸出
tuchuang	3093,秃疮
tuchuhou	1207,突触后
tuchui	4105,凸槌
tuchun	2364,兔唇
tudao	2171,屠刀
tudaobuxing	515,土到不行
tudediaozha	3196,土得掉渣
tudi	515,土地 515,土地 1060,徒弟
tudigaige	521,土地改革
tudigong	515,土地公
tuding	2267,图钉 2521,秃顶
tudishen	515,土地神
tudiziyuan	670,土地资源
tudou	1793,土豆
tudouni	1793,土豆泥
tudousi	1793,土豆丝
tudouwang	1793,土豆网
tudu	2171,屠毒 2857,凸度 3930,荼毒
tudubimo	2171,屠毒笔墨
tudui	1370,土堆
tuduobaoxing	2857,凸多胞形
tuduobianxing	2857,凸多边形
tuduomianti	2857,凸多面体
tudushengling	3930,荼毒生灵
tuen	888,图恩
tuer	476,图尔 2857,凸耳
tuergan	1735,涂尔干
tuerku	1097,图尔库
tuerqi	887,土耳其
tuerqiren	887,土耳其人
tuerqiruantang	1746,土耳其软糖
tuerqishi	887,土耳其石
tuerqisitan	1017,土尔其斯坦
tuerqiyu	887,土耳其语 1001,土耳其玉
tufa	484,突发 515,土法 2521,秃发
tufang	515,土方
tufanggongcheng	515,土方工程
tufangzi	515,土方子
tufaqixiang	563,突发奇想
tufashijian	484,突发事件
tufei	2201,土匪
tufeimengjin	1157,突飞猛进
tufu	2171,屠夫 2788,涂敷
tugai	515,土改 1735,涂改 1735,涂盖
tugaiye	1735,涂改液
tugang	1795,土岗
tugaozi	3604,兔羔子
tugen	1653,吐根
tugeng	4239,土埂
tugeniefu	2343,屠格涅夫
tugong	515,土共 1060,徒工
tugou	1281,土狗
tuguan	3957,秃鹳
tuguci	3319,土谷祠
tugunaxin	1653,吐故纳新
tuhao	1513,土豪
tuhaolieshen	2554,土豪劣绅
tuhu	2171,屠户
tuhua	515,土话 883,图画
tuhuangdi	759,土皇帝
tuhufufu	1060,徒呼负负
tuhuixiang	5388,土茴香
tuhuo	818,土货
tuhuoluoren	1653,吐火罗人
tuibai	2996,颓败
tuibao	723,退保
tuibensuyuan	2762,推本溯源
tuibi	991,退避
tuibian	3624,蜕变
tuibing	1070,退冰
tuibisanshe	1344,退避三舍
tuibozhulan	2789,推波助澜
tuibu	723,退步
tuice	861,推测
tuichan	2197,推阐
tuichang	723,退场
tuichao	1302,退潮
tuiche	505,推车
tuichefadong	505,推车发动
tuichenbuxin	525,推陈布新
tuichenchuxin	525,推陈出新
tuichenzhixin	525,推陈致新
tuichi	1374,推迟 1857,推斥
tuichili	1857,推斥力
tuichong	1482,推崇
tuichu	505,推出 723,退出
tuichuyunxing	723,退出运行
tuici	1469,推辞
tuidai	1228,推戴
tuidang	723,退党 4231,推宕
tuidao	505,推导 608,推倒
tuiding	505,推定 1176,退订
tuidong	505,推动
tuidongli	505,推动力
tuidu	505,推度
tuiduan	505,推断
tuiduzi	1800,腿肚子
tuien	888,推恩
tuierguangzhi	505,推而广之
tuierqiuqici	723,退而求其次
tuifan	1027,推翻
tuifang	723,退房 2996,颓放
tuifei	2996,颓废
tuifeipai	2996,颓废派
tuifeng	2996,颓风
tuifu	505,推服
tuigan	2011,推杆
tuigaoche	1370,堆高车
tuigejian	1471,退格键
tuigenghuanlin	1850,退耕还林
tuigu	572,推故 1326,推估
tuiguan	505,推官 723,退关
tuiguang	505,推广 3339,褪光
tuihao	1351,腿号
tuihaogu	3764,腿号箍
tuiheijisu	723,退黑激素
tuiheisu	3339,褪黑素
tuihou	505,推后 723,退后
tuihoujian	5022,腿后腱
tuihua	723,退化 3624,蜕化
tuihuabianzhi	3624,蜕化变质
tuihuai	2996,颓坏
tuihuan	723,退还 824,退换
tuihuanhuo	824,退换货
tuihui	723,退回
tuihun	942,退婚
tuihuo	723,退火 818,退货
tuiji	505,推及 505,推计
tuijian	723,退件 2367,推荐
tuijianshu	2367,推荐书
tuijianxin	2367,推荐信
tuijiao	1351,腿脚 1834,退缴
tuijie	831,推介
tuijiehui	831,推介会
tuijin	505,推进
tuijincang	1846,推进舱
tuijing	2996,颓景
tuijinji	505,推进机 1546,推进剂
tuijinqi	505,推进器
tuijiu	505,推究
tuiju	586,推举
tuijuerxian	723,退居二线
tuikai	505,推开
tuike	3624,蜕壳
tuikuan	807,退款
tuilaituiqu	505,推来推去
tuilamen	505,推拉门
tuilao	2996,颓老
tuile	1351,腿了
tuili	505,推力 505,推理
tuilixiaoshuo	505,推理小说
tuilu	723,退路
tuilun	505,推论
tuiluo	723,退落
tuimi	3074,颓靡
tuina	645,推拿
tuipi	3624,蜕皮 5444,颓圮
tuipian	723,退片
tuipiao	910,退票
tuiqian	723,退钱
tuiqiao	1732,推敲 3624,蜕壳
tuiqiu	505,推求
tuiqu	3339,褪去
tuique	505,推却 723,退却
tuiqun	723,退群
tuiran	2996,颓然
tuirang	723,退让
tuire	723,退热
tuiren	723,退任
tuisang	2996,颓丧 4686,推搡
tuisanzusi	1175,推三阻四
tuise	723,退色 3339,褪色
tuishao	1201,退烧
tuishaoyao	1201,退烧药
tuisheng	837,推升
tuishi	723,退市 2996,颓势
tuishou	505,推手 796,退守
tuishui	723,退水 781,退税
tuishuo	505,推说
tuisiyuan	988,退思园
tuisong	656,推送
tuisu	2762,推溯
tuisuan	505,推算
tuisuo	805,推索 1304,退缩
tuita	2996,颓塌
tuitang	2996,颓唐 4057,推搪
tuite	505,推特
tuiting	931,退庭
tuitou	505,推头
tuituisangsang	4686,推推搡搡
tuituji	515,推土机
tuituo	799,推托 943,推脱
tuiwan	2222,推挽 2581,腿腕
tuiwannian	1351,腿玩年
tuiwei	505,推委 723,退位 2996,颓萎 4296,推诿
tuiwen	505,推文 505,推问
tuiwu	1472,退伍
tuiwujunren	1472,退伍军人
tuiwujunrenjie	1472,退伍军人节
tuixi	894,退席
tuixia	723,退下
tuixiajin	723,退下金
tuixiang	505,推想 1439,推详
tuixianrangneng	1943,推贤让能
tuixiao	904,推销
tuixiaoyuan	904,推销员
tuixie	2479,推卸
tuixin	505,推心
tuixing	505,推行 723,退行
tuixingxing	723,退行性
tuixinzhifu	1589,推心置腹
tuixiu	1082,退休 2996,颓朽
tuixiujin	1082,退休金
tuixu	505,推许
tuixuan	505,推选 723,退选
tuixue	723,退学
tuixun	962,推寻
tuiyan	715,推演 1103,推延 2437,推衍
tuiyi	880,推移 1245,退役
tuiyin	1034,退隐
tuiyou	594,推友 948,推油
tuiyuan	723,退院
tuiyuanduanbi	2996,颓垣断壁
tuiyun	2996,颓运
tuizhan	505,推展
tuizhen	3933,推甄
tuizhi	505,推知
tuizhong	505,推重
tuizhu	607,推助
tuizi	505,推子
tuizun	1134,推尊
tuji	476,图集 484,突击 1362,图辑 1391,土鸡 6304,土墼
tujia	1735,涂家
tujian	515,土建 1655,图鉴
tujiangtai	2626,涂浆台
tujiazu	549,土家族
tujibuqiang	874,突击步枪
tujidui	484,突击队
tujiduiyuan	484,突击队员
tujie	476,图解
tujiemaoci	2339,土阶茅茨
tujiemaowu	2339,土阶茅屋
tujieshuoming	476,图解说明
tujijiancha	731,突击检查
